table,register_name,bits,field_name,description,type,reset
Table 4-601: por_rni_s0-2_mpam_control attributes,por_rni_s0-2_mpam_control,[7:5],Reserved,Reserved,RO,-
Table 4-601: por_rni_s0-2_mpam_control attributes,por_rni_s0-2_mpam_control,[4],s#{index}_mpam_ns,Port S#{index} MPAM_NS value 1'b0,RW,-
Table 4-601: por_rni_s0-2_mpam_control attributes,por_rni_s0-2_mpam_control,[3:1],Reserved,Reserved,RO,-
Table 4-601: por_rni_s0-2_mpam_control attributes,por_rni_s0-2_mpam_control,[0],s#{index}_mpam_override_en,"Port S#{index} MPAM override en When set, MPAM value on CHI side is driven from MPAM override value in this register. Note that when RNID_AXMPAM_EN_PARAM is set to 0, MPAM override value is always used irrespective of this bit value 1'b0",RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[63:24],Reserved,Reserved,RO,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[23:20],s#{index}_ar_qos_override,AR QoS override value for port S#{index} 4'b0000,RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[19:16],s#{index}_aw_qos_override,AW QoS override value for port S#{index} 4'b0000,RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[15:8],Reserved,Reserved,RO,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[7],s#{index}_ar_pqv_mode,Configures the QoS regulator mode for read transactions during period mode 1'b0 Normal mode; QoS value is stable when the manager is idle 1'b1 Quiesce high mode; QoS value tends to the maximum value when the manager is idle 1'b0,RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[6],s#{index}_aw_pqv_mode,Configures the QoS regulator mode for write transactions during period mode 1'b0 Normal mode; QoS value is stable when the manager is idle 1'b1 Quiesce high mode; QoS value tends to the maximum value when the manager is idle 1'b0,RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[5],s#{index}_ar_reg_mode,Configures the QoS regulator mode for read transactions 1'b0 Latency mode 1'b1 Period mode; used for bandwidth regulation 1'b0,RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[4],s#{index}_aw_reg_mode,Configures the QoS regulator mode for write transactions 1'b0 Latency mode 1'b1 Period mode; used for bandwidth regulation 1'b0,RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[3],s#{index}_ar_qos_override_en,"Enables port S#{index} AR QoS override; when set, allows QoS value on inbound AR transactions to be overridden 1'b0",RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[2],s#{index}_aw_qos_override_en,"Enables port S#{index} AW QoS override; when set, allows QoS value on inbound AW transactions to be overridden 1'b0",RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[1],s#{index}_ar_lat_en,Enables port S#{index} AR QoS regulation when set 1'b0,RW,-
Table 4-602: por_rni_s0-2_qos_control attributes,por_rni_s0-2_qos_control,[0],s#{index}_aw_lat_en,Enables port S#{index} AW QoS regulation when set 1'b0,RW,-
Table 4-603: por_rni_s0-2_qos_lat_tgt attributes,por_rni_s0-2_qos_lat_tgt,[63:28],Reserved,Reserved,RO,-
Table 4-603: por_rni_s0-2_qos_lat_tgt attributes,por_rni_s0-2_qos_lat_tgt,[27:16],s#{index}_ar_lat_tgt,Port S#{index} AR channel target latency; a value of 0 corresponds to no regulation 12'h000,RW,-
Table 4-603: por_rni_s0-2_qos_lat_tgt attributes,por_rni_s0-2_qos_lat_tgt,[15:12],Reserved,Reserved,RO,-
Table 4-603: por_rni_s0-2_qos_lat_tgt attributes,por_rni_s0-2_qos_lat_tgt,[11:0],s#{index}_aw_lat_tgt,Port S#{index} AW channel target latency; a value of 0 corresponds to no regulation 12'h000,RW,-
Table 4-604: por_rni_s0-2_qos_lat_scale attributes,por_rni_s0-2_qos_lat_scale,[63:11],Reserved,Reserved,RO,-
Table 4-604: por_rni_s0-2_qos_lat_scale attributes,por_rni_s0-2_qos_lat_scale,[10:8],s#{index}_ar_lat_scale,Port S#{index} AR QoS scale factor 3'b000 2^(-5) 3'b001 2^(-6) 3'b010 2^(-7) 3'b011 2^(-8) 3'b100 2^(-9) 3'b101 2^(-10) 3'b110 2^(-11) 3'b111 2^(-12) 3'h0,RW,-
Table 4-604: por_rni_s0-2_qos_lat_scale attributes,por_rni_s0-2_qos_lat_scale,[7:3],Reserved,Reserved,RO,-
Table 4-604: por_rni_s0-2_qos_lat_scale attributes,por_rni_s0-2_qos_lat_scale,[2:0],s#{index}_aw_lat_scale,Port S#{index} AW QoS scale factor 3'b000 2^(-5) 3'b001 2^(-6) 3'b010 2^(-7) 3'b011 2^(-8) 3'b100 2^(-9) 3'b101 2^(-10) 3'b110 2^(-11) 3'b111 2^(-12) 3'h0,RW,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[63:28],Reserved,Reserved,RO,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[27:24],s#{index}_ar_lat_max_qos,Port S#{index} AR QoS maximum value 4'h0,RW,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[23:20],Reserved,Reserved,RO,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[19:16],s#{index}_ar_lat_min_qos,Port S#{index} AR QoS minimum value 4'h0,RW,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[15:12],Reserved,Reserved,RO,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[11:8],s#{index}_aw_lat_max_qos,Port S#{index} AW QoS maximum value 4'h0,RW,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[7:4],Reserved,Reserved,RO,-
Table 4-605: por_rni_s0-2_qos_lat_range attributes,por_rni_s0-2_qos_lat_range,[3:0],s#{index}_aw_lat_min_qos,Port S#{index} AW QoS minimum value 4'h0,RW,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[63:30],Reserved,Reserved,RO,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[29:24],pmu_event3_id,RN-I PMU Event 3 ID; see pmu_event0_id for encodings 6'b0,RW,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[23:22],Reserved,Reserved,RO,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[21:16],pmu_event2_id,RN-I PMU Event 2 ID; see pmu_event0_id for encodings 6'b0,RW,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[15:14],Reserved,Reserved,RO,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[13:8],pmu_event1_id,RN-I PMU Event 1 ID; see pmu_event0_id for encodings 6'b0,RW,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[7:6],Reserved,Reserved,RO,-
Table 4-606: por_rni_pmu_event_sel attributes,por_rni_pmu_event_sel,[5:0],pmu_event0_id,RN-I PMU Event 0 ID 6'h00 No event 6'h01 Port S0 RDataBeats 6'h02 Port S1 RDataBeats 6'h03 Port S2 RDataBeats 6'h04 RXDAT flits received 6'h05 TXDAT flits sent 6'h06 Total TXREQ flits sent 6'h07 Retried TXREQ flits sent 6'h08 RRT occupancy count overflow_slice0 6'h09 WRT occupancy count overflow 6'h0A Replayed TXREQ flits 6'h0B WriteCancel sent 6'h0C Port S0 WDataBeats 6'h0D Port S1 WDataBeats 6'h0E Port S2 WDataBeats 6'h0F RRT allocation 6'h10 WRT allocation 6'h11 PADB occupancy count overflow 6'h12 RPDB occupancy count overflow 6'h13 RRT occupancy count overflow_slice1 6'h14 RRT occupancy count overflow_slice2 6'h15 RRT occupancy count overflow_slice3 6'h16 WRT request throttled 6'h17 RNI backpressure CHI LDB full 6'h18 RRT normal rd req occupancy count overflow_slice0 6'h19 RRT normal rd req occupancy count overflow_slice1 6'h1A RRT normal rd req occupancy count overflow_slice2 6'h1B RRT normal rd req occupancy count overflow_slice3 6'h1C RRT PCIe RD burst req occupancy count overflow_slice0 6'h1D RRT PCIe RD burst req occupancy count overflow_slice1 6'h1E RRT PCIe RD burst req occupancy count overflow_slice2 6'h1F RRT PCIe RD burst req occupancy count overflow_slice3 6'h20 RRT PCIe RD burst allocation 6'h21 Compressed AWID ordering 6'h22 Atomic data buffer allocation 6'h23 Atomic data buffer occupancy 6'b0,RW,-
Table 4-607: por_rnsam_node_info attributes,por_rnsam_node_info,[63:48],Reserved,Reserved,RO,-
Table 4-607: por_rnsam_node_info attributes,por_rnsam_node_info,[47:32],logical_id,Component logical ID NOTE: RN SAM logical ID is always set to 16'b0. 16'h0,RO,-
Table 4-607: por_rnsam_node_info attributes,por_rnsam_node_info,[31:16],node_id,Component node ID dependent,RO,Configuration dependent
Table 4-607: por_rnsam_node_info attributes,por_rnsam_node_info,[15:0],node_type,CMN-700 node type identifier 16'h000F,RO,-
Table 4-608: por_rnsam_child_info attributes,por_rnsam_child_info,[63:32],Reserved,Reserved,RO,-
Table 4-608: por_rnsam_child_info attributes,por_rnsam_child_info,[31:16],child_ptr_offset,Starting register offset which contains pointers to the child nodes 16'h0,RO,-
Table 4-608: por_rnsam_child_info attributes,por_rnsam_child_info,[15:0],child_count,Number of child nodes; used in discovery process 16'b0,RO,-
Table 4-609: por_rnsam_secure_register_groups_override attributes,por_rnsam_secure_register_groups_override,[63:1],Reserved,Reserved,RO,-
Table 4-609: por_rnsam_secure_register_groups_override attributes,por_rnsam_secure_register_groups_override,[0],mem_range,Allows Non-secure access to Secure mem_ranges registers 1'b0,RW,-
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[63:57],Reserved,Reserved,RO,-
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[56],flexible_targetid_en,flexible target enable to preserve backward compatability dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[55:48],num_qos_regions,Number of QOS regions dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[47:40],Reserved,Reserved,RO,-
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[39:32],num_non_hash_group,Number of non-hashed groups supported dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[31],nonhash_range_comp_en,Define start and end address for each HTG region dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[30],Reserved,Reserved,RO,-
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[29],rnsam_prefetch_en,RNSAM prefetch enabled dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[28],Reserved,Reserved,RO,-
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[27],htg_range_comp_en,Define start and end address for each HTG region dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[26],htg_axid_hash_en,Enable AXID based hashing scheme dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[25],htg_hier_hash_en,Enable Hierarchical hashing scheme dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[24],htg_np2_hash_en,Enable non-power of two hash scheme dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[23:16],num_sys_cache_group,Number of system cache groups supported This register field value has deprecated its reset value is always 0,RO,0
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[15:9],num_htg,Number of Hashed target groups dependent,RO,Configuration dependent
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[8],Reserved,Reserved,RO,-
Table 4-610: por_rnsam_unit_info attributes,por_rnsam_unit_info,[7:0],num_hnf,Number of hashed targets supported dependent,RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[63:43],Reserved,Reserved,RO,-
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[42:39],rnsam_customs_regs,Number of customer specific registers for customer implemented logic dependent,RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[38],rnsam_pftgt_default_hashed_group_en,"Enable default hashed group for prefetch transactions. To support backward compatible, set this parameter dependent",RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[37],Reserved,Reserved,RO,-
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[36:32],rnsam_pftgt_num_htg,Number of prefetch HTG regions supported per System Cache Group by the RNSAM dependent,RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[31],Reserved,Reserved,RO,-
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[30:24],rnsam_pftgt_num_nonhash,Number of prefetch non-hashed regions supported per System Cache Group by the RNSAM dependent,RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[23],Reserved,Reserved,RO,-
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[22:18],rnsam_pftgt_num_scg,Number of system cache groups enabled for prefetch targets dependent,RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[17],Reserved,Reserved,RO,-
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[16:10],rnsam_num_cpa_groups,Number of CPA groups dependent,RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[9:5],nonhash_rcomp_lsb,NONHASH RCOMP LSB bit position defining minimum region size dependent,RO,Configuration dependent
Table 4-611: por_rnsam_unit_info1 attributes,por_rnsam_unit_info1,[4:0],htg_rcomp_lsb,HTG RCOMP LSB bit position defining minimum region size dependent,RO,Configuration dependent
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[63],Reserved,Reserved,RO,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[62:56],region#{index}_size,"Memory region #{index} size CONSTRAINT: Memory region must be a power of two, from minimum size supported to maximum memory size (2^address width). 7'h0",RW,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[55:52],Reserved,Reserved,RO,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[51:16],region#{index}_base_addr,"Bits [51:16] of base address of the range, LSB bit is defined by the parameter POR_RNSAM_NONHASH_RCOMP_LSB_PARAM 36'h0",RW,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[15:8],Reserved,Reserved,RO,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[7:6],region#{index}_secure,Indicates Secure type 2'b00 Trusted device. 2'b01 Trusted device attached memory range only 2'b10 Untrusted device 2'b11 Reserved 2'b10,RW,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[5],Reserved,Reserved,RO,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[4:2],region#{index}_target_type,Indicates node type 3'b000 HN-F 3'b001 HN-I 3'b010 CXRA 3'b011 HN-P 3'b100 PCI-CXRA 3'b101 HN-S Others Reserved CONSTRAINT: Only applicable for RN-I 3'b000,RW,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[1],Reserved,Reserved,RO,-
Table 4-612: non_hash_mem_region_reg0-63 attributes,non_hash_mem_region_reg0-63,[0],region#{index}_valid,Memory region #{index} valid 1'b0 not valid 1'b1 valid for memory region comparison 1'b0,RW,-
Table 4-613: non_hash_mem_region_cfg2_reg0-63 attributes,non_hash_mem_region_cfg2_reg0-63,[63:52],Reserved,Reserved,RO,-
Table 4-613: non_hash_mem_region_cfg2_reg0-63 attributes,non_hash_mem_region_cfg2_reg0-63,[51:16],nonhash_region#{index}_end_addr,"Bits [51:16] of end address of the range, LSB bit is defined by the parameter POR_RNSAM_NONHASH_RCOMP_LSB_PARAM 36'h0",RW,-
Table 4-613: non_hash_mem_region_cfg2_reg0-63 attributes,non_hash_mem_region_cfg2_reg0-63,[15:0],Reserved,Reserved,RO,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[63:47],Reserved,Reserved,RO,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[46:36],nodeid_#{4*index + 3},Non-hashed target node ID #{4*index + 3} 11'b00000000000,RW,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[35],Reserved,Reserved,RO,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[34:24],nodeid_#{4*index + 2},Non-hashed target node ID #{4*index + 2} 11'b00000000000,RW,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[23],Reserved,Reserved,RO,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[22:12],nodeid_#{4*index + 1},Non-hashed target node ID #{4*index + 1} 11'b00000000000,RW,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[11],Reserved,Reserved,RO,-
Table 4-614: non_hash_tgt_nodeid0-15 attributes,non_hash_tgt_nodeid0-15,[10:0],nodeid_#{4*index},Non-hashed target node ID #{4*index} 11'b00000000000,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[63:60],Reserved,Reserved,RO,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[59:55],region9_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[54],region9_pag_en,Enables the CPA mode for non-hashed memory region 9 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[53:49],region8_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[48],region8_pag_en,Enables the CPA mode for non-hashed memory region 8 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[47:43],region7_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[42],region7_pag_en,Enables the CPA mode for non-hashed memory region 7 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[41:37],region6_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[36],region6_pag_en,Enables the CPA mode for non-hashed memory region 6 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[35:31],region5_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[30],region5_pag_en,Enables the CPA mode for non-hashed memory region 5 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[29:25],region4_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[24],region4_pag_en,Enables the CPA mode for non-hashed memory region 4 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[23:19],region3_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[18],region3_pag_en,Enables the CPA mode for non-hashed memory region 3 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[17:13],region2_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[12],region2_pag_en,Enables the CPA mode for non-hashed memory region 2 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[11:7],region1_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[6],region1_pag_en,Enables the CPA mode for non-hashed memory region 1 1'b0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[5:1],region0_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-615: cml_port_aggr_mode_ctrl_reg attributes,cml_port_aggr_mode_ctrl_reg,[0],region0_pag_en,Enables the CPA mode for non-hashed memory region 0 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[63:60],Reserved,Reserved,RO,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[59:55],region#{index*10 + 9}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[54],region#{index*10 + 9}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 9} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[53:49],region#{index*10 + 8}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[48],region#{index*10 + 8}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 8} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[47:43],region#{index*10 + 7}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[42],region#{index*10 + 7}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 7} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[41:37],region#{index*10 + 6}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[36],region#{index*10 + 6}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 6} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[35:31],region#{index*10 + 5}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[30],region#{index*10 + 5}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 5} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[29:25],region#{index*10 + 4}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[24],region#{index*10 + 4}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 4} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[23:19],region#{index*10 + 3}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[18],region#{index*10 + 3}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 3} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[17:13],region#{index*10 + 2}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[12],region#{index*10 + 2}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 2} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[11:7],region#{index*10 + 1}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[6],region#{index*10 + 1}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10 + 1} 1'b0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[5:1],region#{index*10}_pag_grpid,Specifies CCIX port aggregation group ID 5'h0,RW,-
Table 4-616: cml_port_aggr_mode_ctrl_reg1-6 attributes,cml_port_aggr_mode_ctrl_reg1-6,[0],region#{index*10}_pag_en,Enables the CPA mode for non-hashed memory region #{index*10} 1'b0,RW,-
Table 4-617: sys_cache_grp_region0-3 attributes,sys_cache_grp_region0-3,[63],Reserved,Reserved,RO,-
Table 4-617: sys_cache_grp_region0-3 attributes,sys_cache_grp_region0-3,[62:56],region#{index}_size,"Memory region #{index} size CONSTRAINT: Memory region must be a power of two, from minimum size supported to maximum memory size (2^address width). 7'b0000000",RW,-
Table 4-617: sys_cache_grp_region0-3 attributes,sys_cache_grp_region0-3,[55:52],Reserved,Reserved,RO,-
Table 4-617: sys_cache_grp_region0-3 attributes,sys_cache_grp_region0-3,[51:16],region#{index}_base_addr,"Bits [51:16] of base address of the range, LSB bit is defined by the parameter POR_RNSAM_HTG_RCOMP_LSB_PARAM 36'b00000000000000000000000000",RW,-
Table 4-617: sys_cache_grp_region0-3 attributes,sys_cache_grp_region0-3,[15:8],Reserved,Reserved,RO,-
Table 4-617: sys_cache_grp_region0-3 attributes,sys_cache_grp_region0-3,[7:6],region#{index}_secure,Indicates Secure type 2'b00 Trusted device. 2'b01 Trusted device attached memory range only 2'b10 Untrusted device 2'b11 Reserved 2'b10,RW,-
Table 4-617: sys_cache_grp_region0-3 attributes,sys_cache_grp_region0-3,[5],Reserved,Reserved,RO,-
