table,register_name,bits,field_name,description,type,reset
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[63:25],Reserved,Reserved,RO,-
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[24],p#{index}_req_mpam_perfmongroup,MPAM.PerfMonGroup sub-field that overrides the REQ channel MPAM.PerfMonGroup when p#{index}_req_mpam_override_enable is set,RW,0b0
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[23:20],Reserved,Reserved,RO,-
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[19:8],p#{index}_req_mpam_partid,MPAM.PartID sub-field that overrides the REQ channel MPAM.PartID when p#{index}_req_mpam_override_enable is set,RW,0b0
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[7:6],Reserved,Reserved,RO,-
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[5],p#{index}_req_mpam_nse,MPAM.NSE sub-field that overrides the REQ channel MPAM.NSE when p#{index}_req_mpam_override_enable is set,RW,0b0
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[4],p#{index}_req_mpam_ns,MPAM.NS sub-field that overrides the REQ channel MPAM.NS when p#{index}_req_mpam_override_enable is set,RW,0b0
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[3:1],Reserved,Reserved,RO,-
Table 8-854: por_mxp_p0-5_mpam_override attributes,por_mxp_p0-5_mpam_override,[0],p#{index}_req_mpam_override_enable,P#{index} DEV MPAM Override Enable on REQ Channel: 1 - Drive the MPAM fields on REQ channel with the values from this register 0 - Override of MPAM fields in REQ channel is disabled,RW,0b0
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[63],p#{index}_req_ldid_override_enable,P#{index} DEV LDID Override Enable on REQ Channel: 1 - Drive the LDID fields on REQ channel with the values from this register 0 - Override of LDID fields in REQ channel is disabled,RW,0b0
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[62:60],Reserved,Reserved,RO,-
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[59:48],p#{index}_d3_req_ldid_field,LDID value that overrides the P#{index}_D3 REQ channel LDID field when p#{index}_req_ldid_override_enable is set,RW,0b0
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[47:44],Reserved,Reserved,RO,-
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[43:32],p#{index}_d2_req_ldid_field,LDID value that overrides the P#{index}_D2 REQ channel LDID field when p#{index}_req_ldid_override_enable is set,RW,0b0
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[31:28],Reserved,Reserved,RO,-
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[27:16],p#{index}_d1_req_ldid_field,LDID value that overrides the P#{index}_D1 REQ channel LDID field when p#{index}_req_ldid_override_enable is set,RW,0b0
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[15:12],Reserved,Reserved,RO,-
Table 8-855: por_mxp_p0-5_ldid_override attributes,por_mxp_p0-5_ldid_override,[11:0],p#{index}_d0_req_ldid_field,LDID value that overrides the P#{index}_D0 REQ channel LDID field when p#{index}_req_ldid_override_enable is set,RW,0b0
Table 8-856: por_mxp_device_port_disable attributes,por_mxp_device_port_disable,[63:24],Reserved,Reserved ‑,RO,-
Table 8-856: por_mxp_device_port_disable attributes,por_mxp_device_port_disable,[23:20],p5_device_disable,Port 5 device disabled 0b0001 Disable device 0 0b0010 Disable device 1 0b0100 Disable device 2 0b1000 Disable device 3,RW,0b1111
Table 8-856: por_mxp_device_port_disable attributes,por_mxp_device_port_disable,[19:16],p4_device_disable,Port 4 device disabled 0b0001 Disable device 0 0b0010 Disable device 1 0b0100 Disable device 2 0b1000 Disable device 3,RW,0b1111
Table 8-856: por_mxp_device_port_disable attributes,por_mxp_device_port_disable,[15:12],p3_device_disable,Port 3 device disabled 0b0001 Disable device 0 0b0010 Disable device 1 0b0100 Disable device 2 0b1000 Disable device 3,RW,0b1111
Table 8-856: por_mxp_device_port_disable attributes,por_mxp_device_port_disable,[11:8],p2_device_disable,Port 2 device disabled 0b0001 Disable device 0 0b0010 Disable device 1 0b0100 Disable device 2 0b1000 Disable device 3,RW,0b1111
Table 8-856: por_mxp_device_port_disable attributes,por_mxp_device_port_disable,[7:4],p1_device_disable,Port 1 device disabled 0b0001 Disable device 0 0b0010 Disable device 1 0b0100 Disable device 2 0b1000 Disable device 3,RW,0b1111
Table 8-856: por_mxp_device_port_disable attributes,por_mxp_device_port_disable,[3:0],p0_device_disable,Port 0 device disabled 0b0001 Disable device 0 0b0010 Disable device 1 0b0100 Disable device 2 0b1000 Disable device 3,RW,0b1111
Table 8-857: por_mxp_cfg_ctl attributes,por_mxp_cfg_ctl,[63:3],Reserved,Reserved,RO,-
Table 8-857: por_mxp_cfg_ctl attributes,por_mxp_cfg_ctl,[2],e2e_err_disable,Disable FUSA IFC ERR generation in MXP,RW,0b0
Table 8-857: por_mxp_cfg_ctl attributes,por_mxp_cfg_ctl,[1],ifc_err_disable,Disable FUSA IFC ERR generation in MXP,RW,0b0
Table 8-857: por_mxp_cfg_ctl attributes,por_mxp_cfg_ctl,[0],dsa_en,"Enables Direct Subordinate Access feature to SBSX/MTSX. Requires POR_DSA_EN_PARAM to be set, otherwise this config bit has no effect.",RW,0b0
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[63:20],Reserved,Reserved ‑,RO,-
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[19:16],p#{index}_qos_override,QoS override value for port #{index},RW,0b0000
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[15:7],Reserved,Reserved ‑,RO,-
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[6],p#{index}_pqv_mode,Configures the QoS regulator mode during period mode 0b0 Normal mode; QoS value is stable when the manager is idle 0b1 Quiesce high mode; QoS value tends to the maximum value when the manager is idle,RW,0b0
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[5],Reserved,Reserved ‑,RO,-
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[4],p#{index}_reg_mode,Configures the QoS regulator mode 0b0 Latency mode 0b1 Period mode; used for bandwidth regulation,RW,0b0
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[3],Reserved,Reserved ‑,RO,-
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[2],p#{index}_qos_override_en,"Enables port #{index} QoS override; when set, allows QoS value on inbound transactions to be overridden",RW,0b0
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[1],Reserved,Reserved ‑,RO,-
Table 8-858: por_mxp_p0-5_qos_control attributes,por_mxp_p0-5_qos_control,[0],p#{index}_lat_en,Enables port #{index} QoS regulation when set,RW,0b0
Table 8-859: por_mxp_p0-5_qos_lat_tgt attributes,por_mxp_p0-5_qos_lat_tgt,[63:12],Reserved,Reserved ‑,RO,-
Table 8-859: por_mxp_p0-5_qos_lat_tgt attributes,por_mxp_p0-5_qos_lat_tgt,[11:0],p#{index}_lat_tgt,Port #{index} transaction target latency/period; a value of 0 corresponds to no regulation,RW,0x000
Table 8-860: por_mxp_p0-5_qos_lat_scale attributes,por_mxp_p0-5_qos_lat_scale,[63:3],Reserved,Reserved,RO,-
Table 8-860: por_mxp_p0-5_qos_lat_scale attributes,por_mxp_p0-5_qos_lat_scale,[2:0],p#{index}_lat_scale,Port 0 QoS scale factor 0b000 2^(-3) 0b001 2^(-4) 0b010 2^(-5) 0b011 2^(-6) 0b100 2^(-7) 0b101 2^(-8) 0b110 2^(-9) 0b111 2^(-10),RW,0x0
Table 8-861: por_mxp_p0-5_qos_lat_range attributes,por_mxp_p0-5_qos_lat_range,[63:12],Reserved,Reserved,RO,-
Table 8-861: por_mxp_p0-5_qos_lat_range attributes,por_mxp_p0-5_qos_lat_range,[11:8],p#{index}_lat_max_qos,Port #{index} QoS maximum value,RW,0x0
Table 8-861: por_mxp_p0-5_qos_lat_range attributes,por_mxp_p0-5_qos_lat_range,[7:4],Reserved,Reserved,RO,-
Table 8-861: por_mxp_p0-5_qos_lat_range attributes,por_mxp_p0-5_qos_lat_range,[3:0],p#{index}_lat_min_qos,Port #{index} QoS minimum value,RW,0x0
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[63:57],Reserved,Reserved,RO,-
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[56:48],pmu_event3_id,XP PMU Event 3 ID; see pmu_event0_id for encodings,RW,0b0
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[47:41],Reserved,Reserved,RO,-
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[40:32],pmu_event2_id,XP PMU Event 2 ID; see pmu_event0_id for encodings,RW,0b0
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[31:25],Reserved,Reserved,RO,-
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[24:16],pmu_event1_id,XP PMU Event 1 ID; see pmu_event0_id for encodings,RW,0b0
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[15:9],Reserved,Reserved,RO,-
Table 8-862: por_mxp_pmu_event_sel attributes,por_mxp_pmu_event_sel,[8:0],pmu_event0_id,XP PMU Event 0 ID Bits,RW,0b0
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[63:55],Reserved,Reserved ‑,RO,-
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[54:53],CE,Corrected Error recording,RO,0b00
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[52],DE,Deferred Error recording,RO,0b1
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[51:50],Reserved,Reserved ‑,RO,-
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[49],UEU,Unrecoverable Error recording,RO,0b1
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[48:32],Reserved,Reserved ‑,RO,-
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[31],FRX,Feature Register extension.,RO,0b1
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[30:22],Reserved,Reserved ‑,RO,-
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[21:20],INJ,Fault Injection Extension.,RO,0b01
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[19:18],CEO,Corrected Error overwrite.,RO,0b00
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[17:16],DUI,Error Recovery Interrupt from Deferred errors control,RO,0b10
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[15],RP,Repeat counter (valid only when por_mxp_errfr.CEC != 0b000.),RO,0b0
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[14:12],CEC,Standard corrected error counter,RO,0b000
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[11:10],CFI,Fault Handling Interrupt from Corrected errors control,RO,0b00
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[9:8],UE,In-band error response is always on,RO,0b01
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[7:6],FI,Fault Handling Interrupt from Deferred and Uncorrected errors control,RO,0b10
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[5:4],UI,Error Recovery Interrupt from Uncorrected errors control,RO,0b10
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[3:2],Reserved,Reserved ‑,RO,-
Table 8-863: por_mxp_errfr attributes,por_mxp_errfr,[1:0],ED,Error reporting and logging control,RO,0b10
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[63:11],Reserved,Reserved,RO,-
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[10],DUI,Enables error recovery interrupt for deferred error as specified in por_mxp_errfr.DUI,RW,0b0
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[9],Reserved,Reserved,RO,-
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[8],CFI,Enables fault handling interrupt for corrected error as specified in por_mxp_errfr.CFI,RW,0b0
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[7:4],Reserved,Reserved,RO,-
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[3],FI,Enables fault handling interrupt for uncorrected and deferred errors as specified in por_mxp_errfr.FI,RW,0b0
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[2],UI,Enables error recovery interrupt for uncorrected error as specified in por_mxp_errfr.UI,RW,0b0
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[1],Reserved,Reserved,RO,-
Table 8-864: por_mxp_errctlr attributes,por_mxp_errctlr,[0],ED,Enables error detection as specified in por_mxp_errfr.ED,RW,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[63:32],Reserved,Reserved,RO,-
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[31],AV,"Address register valid; writes to this bit are ignored if any of the UE, DE, or CE bits are set to 1, and the",W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[30],V,"Register valid; writes to this bit are ignored if any of the UE, DE, or CE bits are set to 1, and are not",W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[29],UE,"Uncorrected errors; writes to this bit are ignored if the OF bit is set to 1, and is not cleared to 0 in the",W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[28],ER,Error Reported,W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[27],OF,Overflow; asserted when multiple errors of the highest priority type are detected; write a 1 to clear,W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[26],MV,"por_mxp_errmisc valid; writes to this bit are ignored if any of the UE, DE, or CE bits are set to 1, and the",W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[25:24],CE,"Corrected errors; writes to this bit are ignored if the OF bit is set to 1, and is not cleared to 0 in the same",W1C,0b00
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[23],DE,"Deferred errors; writes to this bit are ignored if the OF bit is set to 1, and is not cleared to 0 in the same",W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[22],PN,Poison,W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[21:20],UET,"Uncorrected Error Type, valid only when UE != 0",W1C,0b00
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[19:16],Reserved,Reserved,RO,-
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[15:8],IERR,Implementation-defined primary error code. bit,W1C,0b0
Table 8-865: por_mxp_errstatus attributes,por_mxp_errstatus,[7:0],SERR,Architecturally-defined primary error code.,W1C,0b0
Table 8-866: por_mxp_erraddr attributes,por_mxp_erraddr,[63],NS,Security status of transaction. PAS[0] of the transaction.,RW,0b0
Table 8-866: por_mxp_erraddr attributes,por_mxp_erraddr,[62],SI,"{NSE,NS} valid 0b0 PAS field is valid 0b1 PAS field is invalid",RW,0b0
Table 8-866: por_mxp_erraddr attributes,por_mxp_erraddr,[61:60],Reserved,Reserved,RO,-
Table 8-866: por_mxp_erraddr attributes,por_mxp_erraddr,[59],NSE,Root status of transaction. PAS[1] of the transaction.,RW,0b0
Table 8-866: por_mxp_erraddr attributes,por_mxp_erraddr,[58:52],Reserved,Reserved,RO,-
Table 8-866: por_mxp_erraddr attributes,por_mxp_erraddr,[51:0],ADDR,Transaction address,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[63],TLPMSG,Error flit TLPMSG Status,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[62:59],Reserved,Reserved,RO,-
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[58:48],TGTID,Error flit target ID,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[47:39],Reserved,Reserved,RO,-
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[38:36],FUSA_ERR_DEV,FUSA error device,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[35],Reserved,Reserved,RO,-
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[34:32],FUSA_ERR_PORT,FUSA error port,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[31:23],Reserved,Reserved,RO,-
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[22:16],OPCODE,Error flit opcode,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[15:5],SRCID,Error flit source ID,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[4:0],ERRSRC,"Error source for Mesh With 8 ports Bit[3:2]: Transaction type 0b00 REQ 0b01 RSP 0b10 SNP 0b11 DAT Bits[4,1:0]: Port 0b000 Port 0 0b001 Port 1 0b010 Port 2 0b011 Port 3 0b100 Port 4 0b101 Port 5 0b110 Port 6 0b111 Port 7",RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[4:0],ERRSRC,Error source for Mesh With Replicated Channels Bits[4:2]: Transaction type 0b000 REQ 0b001 RSP 0b010 SNP 0b011 DAT 0b100 REQ2 0b101 RSP2 0b110 SNP2 0b111 DAT2 Bit[1:0]: Port 0b00 Port 0 0b01 Port 1 0b10 Port 2 0b11 Port 3,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[4:0],ERRSRC,Error source for Mesh Without Replicated Channels Bits[4:2]: Transaction type 0b000 REQ 0b001 RSP 0b010 SNP 0b011 DAT 0b100 Reserved 0b101 Reserved 0b110 Reserved 0b111 Reserved Bit[1:0]: Port 0b00 Port 0 0b01 Port 1 0b10 Port 2 0b11 Port 3,RW,0b0
Table 8-867: por_mxp_errmisc1 attributes,por_mxp_errmisc1,[4:0],ERRSRC,Error source for Mesh With Single MXP (1x1 Mesh) Bits [4:3]: Transaction type 0b00 REQ 0b01 RSP 0b10 SNP 0b11 DAT Bits[2:0]: Port 0b000 Port 0 0b001 Port 1 0b010 Port 2 0b011 Port 3 0b100 Port 4 0b101 Port 5,RW,0b0
Table 8-868: por_mxp_p0-5_byte_par_err_inj attributes,por_mxp_p0-5_byte_par_err_inj,[63:5],Reserved,Reserved,RO,-
Table 8-868: por_mxp_p0-5_byte_par_err_inj attributes,por_mxp_p0-5_byte_par_err_inj,[4:0],p#{index}_byte_parity_err_inj,"Specifies a byte lane; once this register is written, a byte parity error is injected in the specified byte lane on the next DAT flit upload NOTE Only applicable if an RN-F is attached to port #{index}. Byte parity error is only injected if the RN-F is configured to not support Datacheck.",WO,0x00
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[63:30],Reserved,Reserved,RO,-
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[29],SYN,Fault syndrome injection.,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[28],NA,No access required.,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[27:13],Reserved,Reserved,RO,-
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[12],MV,Miscellaneous syndrome.,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[11],AV,Address syndrome.,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[10],PN,Poison flag,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[9],ER,Error reported flag,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[8],Reserved,Reserved,RO,-
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[7:6],CE,Corrected Error generation.,RO,0b00
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[5],DE,Deferred error generation.,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[4:3],Reserved,Reserved,RO,-
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[2],UEU,Uncorrected error generation.,RO,0b1
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[1],Reserved,Reserved,RO,-
Table 8-869: por_mxp_errpfgf attributes,por_mxp_errpfgf,[0],OF,Overflow flag.,RO,0b1
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[63:32],Reserved,Reserved,RO,-
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[31],CDNEN,Countdown Enable.,RW,0b0
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[30:13],Reserved,Reserved,RO,-
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[12],MV,Miscellaneous syndrome.,RW,0b0
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[11],AV,Address syndrome.,RW,0b0
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[10],PN,Poison flag,RW,0b0
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[9],ER,Error reported flag,RW,0b0
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[8],Reserved,Reserved,RO,-
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[7:6],CE,Corrected Error generation.,RW,0b00
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[5],DE,Deferred error generation.,RW,0b0
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[4:3],Reserved,Reserved,RO,-
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[2],UEU,Uncorrected error generation.,RW,0b0
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[1],Reserved,Reserved,RO,-
Table 8-870: por_mxp_errpfgctl attributes,por_mxp_errpfgctl,[0],OF,Overflow flag.,RW,0b0
Table 8-871: por_mxp_errpfgcdn attributes,por_mxp_errpfgcdn,[63:32],Reserved,Reserved,RO,-
Table 8-871: por_mxp_errpfgcdn attributes,por_mxp_errpfgcdn,[31:0],CDN,Countdown value,RW,0b0
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[63:55],Reserved,Reserved ‑,RO,-
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[54:53],CE,Corrected Error recording,RO,0b00
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[52],DE,Deferred Error recording,RO,0b1
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[51:50],Reserved,Reserved ‑,RO,-
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[49],UEU,Unrecoverable Error recording,RO,0b1
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[48:32],Reserved,Reserved ‑,RO,-
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[31],FRX,Feature Register extension.,RO,0b1
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[30:22],Reserved,Reserved ‑,RO,-
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[21:20],INJ,Fault Injection Extension.,RO,0b01
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[19:18],CEO,Corrected Error overwrite.,RO,0b00
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[17:16],DUI,Error Recovery Interrupt from Deferred errors control,RO,0b10
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[15],RP,Repeat counter (valid only when por_mxp_errfr_NS.CEC != 0b000.),RO,0b0
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[14:12],CEC,Standard corrected error counter,RO,0b000
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[11:10],CFI,Fault Handling Interrupt from Corrected errors control,RO,0b00
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[9:8],UE,In-band error response is always on,RO,0b01
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[7:6],FI,Fault Handling Interrupt from Deferred and Uncorrected errors control,RO,0b10
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[5:4],UI,Error Recovery Interrupt from Uncorrected errors control,RO,0b10
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[3:2],Reserved,Reserved ‑,RO,-
Table 8-872: por_mxp_errfr_NS attributes,por_mxp_errfr_NS,[1:0],ED,Error reporting and logging control,RO,0b10
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[63:11],Reserved,Reserved,RO,-
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[10],DUI,Enables error recovery interrupt for deferred error as specified in por_mxp_errfr_NS.DUI,RW,0b0
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[9],Reserved,Reserved,RO,-
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[8],CFI,Enables fault handling interrupt for corrected error as specified in por_mxp_errfr_NS.CFI,RW,0b0
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[7:4],Reserved,Reserved,RO,-
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[3],FI,Enables fault handling interrupt for uncorrected and deferred errors as specified in por_mxp_errfr_NS.FI,RW,0b0
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[2],UI,Enables error recovery interrupt for uncorrected error as specified in por_mxp_errfr_NS.UI,RW,0b0
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[1],Reserved,Reserved,RO,-
Table 8-873: por_mxp_errctlr_NS attributes,por_mxp_errctlr_NS,[0],ED,Enables error detection as specified in por_mxp_errfr_NS.ED,RW,0b0
Table 8-874: por_mxp_errstatus_NS attributes,por_mxp_errstatus_NS,[63:32],Reserved,Reserved,RO,-
Table 8-874: por_mxp_errstatus_NS attributes,por_mxp_errstatus_NS,[31],AV,"Address register valid; writes to this bit are ignored if any of the UE, DE, or CE bits are set to 1, and the",W1C,0b0
Table 8-874: por_mxp_errstatus_NS attributes,por_mxp_errstatus_NS,[30],V,"Register valid; writes to this bit are ignored if any of the UE, DE, or CE bits are set to 1, and are not",W1C,0b0
Table 8-874: por_mxp_errstatus_NS attributes,por_mxp_errstatus_NS,[29],UE,"Uncorrected errors; writes to this bit are ignored if the OF bit is set to 1, and is not cleared to 0 in the",W1C,0b0
Table 8-874: por_mxp_errstatus_NS attributes,por_mxp_errstatus_NS,[28],ER,Error Reported,W1C,0b0
Table 8-874: por_mxp_errstatus_NS attributes,por_mxp_errstatus_NS,[27],OF,Overflow; asserted when multiple errors of the highest priority type are detected; write a 1 to clear,W1C,0b0
Table 8-874: por_mxp_errstatus_NS attributes,por_mxp_errstatus_NS,[26],MV,"por_mxp_errmisc_NS valid; writes to this bit are ignored if any of the UE, DE, or CE bits are set to 1, and",W1C,0b0
